name,salary,types,companyFullName,companyLabelList,companySize,businessZones,subwayline,stationname,linestaion,url
财务会计,5k-6k,"['综合职能|高级管理', '财务', '会计']",四川浩辰鑫瑞农业科技有限公司,[],15-50人,['白家'],,,,https://www.lagou.com/jobs/7432052.html
主办会计,8k-9k,"['综合职能|高级管理', '财务', '会计']",成都市文景智旅网络科技有限公司,"['扁平管理', '五险一金', '绩效奖金', '朝九晚六点半']",150-500人,,1号线(五根松),天府三街,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/7654586.html
成本会计,4k-6k,"['综合职能|高级管理', '财务', '会计']",成都书声科技有限公司,"['岗位晋升', '扁平管理', '顶级项目', '年底1-3薪']",2000人以上,,1号线(五根松),锦城广场,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(五根松)_锦城广场;1号线(科学城)_天府三街;1号线(科学城)_世纪城;1号线(科学城)_锦城广场,https://www.lagou.com/jobs/8102540.html
会计主管,8k-15k,"['综合职能|高级管理', '高端综合职能职位', '会计主管']",成都书声科技有限公司,"['岗位晋升', '扁平管理', '顶级项目', '年底1-3薪']",2000人以上,,1号线(五根松),锦城广场,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(五根松)_锦城广场;1号线(科学城)_天府三街;1号线(科学城)_世纪城;1号线(科学城)_锦城广场,https://www.lagou.com/jobs/8102542.html
主管会计,10k-15k,"['综合职能|高级管理', '财务', '会计']",完美世界（北京）软件科技发展有限公司,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",2000人以上,,7号线,八里庄,7号线_理工大学;7号线_二仙桥;7号线_八里庄,https://www.lagou.com/jobs/7585854.html
会计主管,6k-8k,"['综合职能|高级管理', '高端综合职能职位', '会计主管']",成都中科慧源科技有限公司,"['股票期权', '专项奖金', '岗位晋升', '五险一金']",150-500人,['红光'],,,,https://www.lagou.com/jobs/7820155.html
资金会计,6k-8k,"['综合职能|高级管理', '财务', '财务']",成都华律网络服务有限公司,"['绩效奖金', '五险一金', '节日礼物', '年度旅游']",150-500人,['犀浦'],2号线,天河路,2号线_天河路;2号线_百草路,https://www.lagou.com/jobs/7813771.html
文员会计,3k-6k,"['综合职能|高级管理', '行政', '文员']",中国平安人寿保险股份有限公司成都电话销售中心,[],2000人以上,,2号线,中医大省医院,2号线_中医大省医院;2号线_通惠门;4号线_宽窄巷子;4号线_中医大省医院,https://www.lagou.com/jobs/7373232.html
商务会计,4k-8k,"['综合职能|高级管理', '财务', '财务顾问']",成都精诺企业管理集团有限公司,[],150-500人,,3号线,红牌楼,3号线_红牌楼;7号线_高朋大道,https://www.lagou.com/jobs/8079433.html
财税会计实习生,2k-3k,"['综合职能|高级管理', '财务', '会计']",四川贝多财务咨询有限公司,[],50-150人,['桂溪'],1号线(五根松),桐梓林,1号线(五根松)_火车南站;1号线(五根松)_桐梓林;1号线(五根松)_倪家桥;1号线(科学城)_火车南站;1号线(科学城)_桐梓林;1号线(科学城)_倪家桥;7号线_火车南站,https://www.lagou.com/jobs/7705699.html
500强急聘会计文员+六险两金,4k-7k,"['市场|商务类', '市场|营销', '商业数据分析']",中国平安人寿保险股份有限公司成都电话销售中心,[],2000人以上,['沙湾'],7号线,西南交大,7号线_西南交大,https://www.lagou.com/jobs/7360827.html
会计学徒,1k-2k,"['综合职能|高级管理', '财务', '会计']",成都星辉企业管理有限公司,[],15-50人,['无'],1号线(五根松),锦城广场,1号线(五根松)_锦城广场;1号线(五根松)_孵化园;1号线(五根松)_金融城;1号线(科学城)_锦城广场;1号线(科学城)_孵化园;1号线(科学城)_金融城,https://www.lagou.com/jobs/7519300.html
代账会计,2k-3k,"['综合职能|高级管理', '财务', '会计']",成都岚诚企业管理有限公司,[],15-50人,,3号线,红星桥,1号线(五根松)_文殊院;1号线(科学城)_文殊院;3号线_前锋路;3号线_红星桥;3号线_市二医院;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/7452385.html
专业代理记账主办会计/总账会计,4K-5K,"['综合职能|高级管理', '财务', '财务']",四川精账房财税咨询有限公司,[],15-50人,['盐市口'],3号线,人民公园,1号线(五根松)_华西坝;1号线(五根松)_锦江宾馆;1号线(五根松)_天府广场;1号线(科学城)_华西坝;1号线(科学城)_锦江宾馆;1号线(科学城)_天府广场;2号线_人民公园;2号线_天府广场;2号线_春熙路;3号线_春熙路;3号线_新南门,https://www.lagou.com/jobs/4075421.html
医药连锁财务会计,3k-5k,"['综合职能|高级管理', '财务', '会计']",四川三生堂医药有限公司,[],50-150人,['沙河源'],,,,https://www.lagou.com/jobs/7888706.html
财务会计助理,2k-3k,"['综合职能|高级管理', '财务', '财务']",成都零度企业管理咨询有限公司,[],50-150人,,1号线(五根松),天府五街,1号线(五根松)_华府大道;1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(科学城)_华府大道;1号线(科学城)_天府五街;1号线(科学城)_天府三街,https://www.lagou.com/jobs/5461532.html
高级会计客服,4k-7k,"['运营|编辑|客服类', '客服', '电话客服']",四川芒果财税服务有限公司,[],500-2000人,['太升路'],3号线,红星桥,1号线(五根松)_文殊院;1号线(科学城)_文殊院;3号线_前锋路;3号线_红星桥;3号线_市二医院;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/5972621.html
实习会计,1k-2k,"['综合职能|高级管理', '财务', '会计']",四川创享财税咨询服务有限公司,[],15-50人,,3号线,武青南路,3号线_武侯立交;3号线_武青南路,https://www.lagou.com/jobs/8084218.html
主办会计（4000起）,4k-6k,"['综合职能|高级管理', '财务', '财务']",成都市红港财务管理咨询有限公司,[],15-50人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府五街;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/6774394.html
外勤会计,1k-2k,"['综合职能|高级管理', '财务', '会计']",成都公群企业管理咨询有限公司,[],50-150人,,3号线,骡马市,1号线(五根松)_锦江宾馆;1号线(五根松)_天府广场;1号线(五根松)_骡马市;1号线(五根松)_文殊院;1号线(科学城)_锦江宾馆;1号线(科学城)_天府广场;1号线(科学城)_骡马市;1号线(科学城)_文殊院;2号线_人民公园;2号线_天府广场;2号线_春熙路;3号线_市二医院;3号线_春熙路;4号线_市二医院;4号线_太升南路;4号线_骡马市,https://www.lagou.com/jobs/6879479.html
财税顾问/会计实习生/法律销售＋双休社保,4k-8k,"['销售类', '销售', '销售顾问']",成都百益万嘉财税咨询有限公司,[],50-150人,,3号线,东门大桥,1号线(五根松)_天府广场;1号线(科学城)_天府广场;2号线_天府广场;2号线_春熙路;2号线_东门大桥;3号线_市二医院;3号线_春熙路;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/8027597.html
财税顾问/会计实习生/法律销售＋双休社保,4k-8k,"['销售类', '销售', '销售顾问']",成都百益万嘉财税咨询有限公司,[],50-150人,['梓潼'],3号线,东门大桥,1号线(五根松)_天府广场;1号线(科学城)_天府广场;2号线_天府广场;2号线_春熙路;2号线_东门大桥;3号线_市二医院;3号线_春熙路;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/8027600.html
会计实习生,2k-3k,"['综合职能|高级管理', '财务', '会计']",成都澜华财务咨询有限公司,[],50-150人,,2号线,白果林,2号线_白果林;4号线_草堂北路;4号线_西南财大;4号线_文化宫;7号线_金沙博物馆;7号线_文化宫;7号线_东坡路,https://www.lagou.com/jobs/7397188.html
项目会计,4k-8k,"['综合职能|高级管理', '财务', '会计']",成都利方致远路桥工程有限公司,[],2000人以上,['柳江'],,,,https://www.lagou.com/jobs/7258676.html
主办会计,6k-8k,"['综合职能|高级管理', '财务', '会计']",四川省元度家居汇装饰工程有限公司,[],50-150人,,1号线(五根松),锦城广场,1号线(五根松)_锦城广场;1号线(五根松)_孵化园;1号线(五根松)_金融城;1号线(科学城)_锦城广场;1号线(科学城)_孵化园;1号线(科学城)_金融城,https://www.lagou.com/jobs/7562800.html
会计助理（实习生）,1k-2k,"['综合职能|高级管理', '财务', '会计']",成都洋芋科技有限公司,[],15-50人,,3号线,红星桥,3号线_红星桥,https://www.lagou.com/jobs/7835347.html
实习会计,1k-2k,"['综合职能|高级管理', '财务', '会计']",四川星企点企业服务有限公司,[],15-50人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府五街;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/5623223.html
代理记账会计,5k-7k,"['综合职能|高级管理', '财务', '会计']",四川星企点企业服务有限公司,[],15-50人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府五街;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/5783295.html
会计实习生,1k-2k,"['综合职能|高级管理', '财务', '会计']",成都良友教育咨询有限公司,[],50-150人,,1号线(五根松),骡马市,1号线(五根松)_天府广场;1号线(五根松)_骡马市;1号线(五根松)_文殊院;1号线(科学城)_天府广场;1号线(科学城)_骡马市;1号线(科学城)_文殊院;2号线_人民公园;2号线_天府广场;4号线_太升南路;4号线_骡马市;4号线_宽窄巷子,https://www.lagou.com/jobs/7763596.html
实习会计,1k-2k,"['综合职能|高级管理', '财务', '会计']",成都精诺企业管理集团有限公司,[],150-500人,['高升桥'],3号线,红牌楼,3号线_红牌楼;7号线_高朋大道,https://www.lagou.com/jobs/7563389.html
跨境电商会计,4k-5k,"['综合职能|高级管理', '财务', '会计']",宸熙贸易（成都）有限公司,[],50-150人,,3号线,倪家桥,1号线(五根松)_倪家桥;1号线(五根松)_省体育馆;1号线(五根松)_华西坝;1号线(科学城)_倪家桥;1号线(科学城)_省体育馆;1号线(科学城)_华西坝;3号线_新南门;3号线_磨子桥;3号线_省体育馆;3号线_衣冠庙,https://www.lagou.com/jobs/6747280.html
外勤会计,1k-2k,"['综合职能|高级管理', '财务', '会计']",四川睿菁英财税服务有限公司,[],少于15人,"['抚琴', '九里堤']",4号线,宽窄巷子,4号线_宽窄巷子,https://www.lagou.com/jobs/7175691.html
主办会计,5k-8k,"['综合职能|高级管理', '财务', '会计']",四川金点路铝业有限公司,[],15-50人,,,,,https://www.lagou.com/jobs/7742369.html
外勤会计/工商外勤,3k-6k,"['综合职能|高级管理', '财务', '财务顾问']",成都嘻哈财税咨询有限公司,[],50-150人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府五街;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/6083271.html
主办会计,6k-8k,"['综合职能|高级管理', '财务', '会计']",成都旸谷信息技术有限公司,"['定期体检', '年底双薪', '五险一金', '双休']",50-150人,,1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(科学城)_天府五街;1号线(科学城)_天府三街,https://www.lagou.com/jobs/7610638.html
主办会计,4k-6k,"['综合职能|高级管理', '财务', '会计']",四川谊冠文化传媒有限公司,[],50-150人,,1号线(五根松),火车南站,1号线(五根松)_高新;1号线(五根松)_火车南站;1号线(科学城)_高新;1号线(科学城)_火车南站;7号线_火车南站;7号线_三瓦窑,https://www.lagou.com/jobs/7641152.html
代理会计,1k-2k,"['综合职能|高级管理', '财务', '财务']",四川众信财务服务有限公司,[],15-50人,,3号线,武青南路,3号线_武侯立交;3号线_武青南路,https://www.lagou.com/jobs/4058022.html
会计客服,4k-8k,"['综合职能|高级管理', '财务', '财务顾问']",四川芒果财税服务有限公司,[],500-2000人,,3号线,红星桥,1号线(五根松)_文殊院;1号线(科学城)_文殊院;3号线_前锋路;3号线_红星桥;3号线_市二医院;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/7534411.html
会计财务,4k-7k,"['综合职能|高级管理', '财务', '会计']",德车车非凡（成都）科技有限公司,[],15-50人,['华阳'],1号线(五根松),天府五街,1号线(五根松)_天府五街;1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(科学城)_天府五街;1号线(科学城)_天府三街;1号线(科学城)_世纪城,https://www.lagou.com/jobs/7482210.html
代理记账会计,5k-7k,"['综合职能|高级管理', '财务', '会计']",成都精诺企业管理集团有限公司,[],150-500人,['高升桥'],3号线,红牌楼,3号线_红牌楼;7号线_高朋大道,https://www.lagou.com/jobs/7569107.html
会计文员 周末双休,5k-6k,"['综合职能|高级管理', '行政', '文员']",中国平安人寿保险股份有限公司成都电话销售中心,[],2000人以上,['沙湾'],7号线,西南交大,7号线_西南交大,https://www.lagou.com/jobs/7432698.html
销售会计,5k-7k,"['综合职能|高级管理', '财务', '会计']",成都书声科技有限公司,"['岗位晋升', '扁平管理', '顶级项目', '年底1-3薪']",2000人以上,,1号线(五根松),锦城广场,1号线(五根松)_天府三街;1号线(五根松)_世纪城;1号线(五根松)_锦城广场;1号线(科学城)_天府三街;1号线(科学城)_世纪城;1号线(科学城)_锦城广场,https://www.lagou.com/jobs/8102545.html
高级代理记账会计,5k-6k,"['综合职能|高级管理', '财务', '财务']",四川芒果财税服务有限公司,[],500-2000人,['太升路'],3号线,红星桥,1号线(五根松)_文殊院;1号线(科学城)_文殊院;3号线_前锋路;3号线_红星桥;3号线_市二医院;4号线_市二医院;4号线_太升南路,https://www.lagou.com/jobs/5972622.html
